#Name:: Glass1_UV;Timestamp:: 2026-Feb-13 14:02:25;Device:: Ossila Spectrometer (COM3);Colour:: (57: 207: 25);Integration Time (ms):: 60.0;Accumulation Number:: 1;Averaging Number:: 1;Delay #Time:: 0;Trigger Mode:: Internal;Measurement Type:: Transmission/Reflection;Comments:: 
#Wavelength (nm),Intensity,Smoothed,Background,Reference
351.57,0.3783783783783784,0.6438839600927755,1674.0,74.0
352.09,0.7377049180327869,0.6242213494733065,1680.0,61.0
352.61,0.48695652173913045,0.6156175527801038,1689.0,115.0
353.13,0.3602941176470588,0.5771755861558429,1642.0,136.0
353.65,0.43157894736842106,0.40834054421735266,1636.0,190.0
354.17,0.5813953488372093,0.38524629612310457,1664.0,172.0
354.69,0.28125,0.34092365708056205,1704.0,96.0
355.21,0.7183098591549296,0.32422800490664905,1695.0,71.0
355.73,0.037267080745341616,0.32886844960127326,1688.0,161.0
356.26,0.07027027027027027,0.311994542779839,1658.0,185.0
356.78,0.14743589743589744,0.26527233073076373,1670.0,156.0
357.3,0.294478527607362,0.2535997728901468,1675.0,163.0
357.82,0.32,0.1943193942621032,1644.0,175.0
358.34,0.40669856459330145,0.19629376477000354,1646.0,209.0
358.86,0.2628398791540785,0.19538438480180004,1616.0,331.0
359.38,0.1141732283464567,0.18129545954266205,1668.0,254.0
359.9,0.16452442159383032,0.1520901780372321,1663.0,389.0
360.42,0.12550607287449392,0.12378743771535301,1666.0,494.0
360.94,0.05701078582434515,0.0850388108429585,1688.0,649.0
361.46,0.0611764705882353,0.06135347547808001,1684.0,850.0
361.98,0.006546644844517185,0.05073211459257043,1724.0,1222.0
362.5,0.002425712553062462,0.0362933955835454,1688.0,1649.0
363.02,0.03697259678120922,0.025588647099883614,1686.0,2299.0
363.54,0.01921229586935639,0.021065213228027943,1690.0,3123.0
364.06,0.02598652550529355,0.01630271407864087,1714.0,4156.0
364.58,0.007959619491360901,0.017085994589302933,1726.0,5151.0
365.1,0.02013723150357995,0.01804563540420587,1640.0,6704.0
365.62,0.018458588037876065,0.015312382641786736,1645.0,8343.0
366.14,0.011776447105788424,0.014450767907887123,1664.0,10020.0
366.66,0.013551479094364568,0.012700484832610211,1681.0,12102.0
367.18,0.01437944995113779,0.012534227034305031,1661.0,14326.0
367.7,0.012022120702091849,0.011178175590503414,1635.0,16636.0
368.22,0.009640069157017865,0.009816964400998841,1644.0,19087.0
368.74,0.01059614853036027,0.009117886924712422,1638.0,21706.0
369.26,0.008483694752524416,0.008492198602657984,1701.0,24164.0
369.78,0.006297041508309114,0.00798293117069428,1714.0,26838.0
370.3,0.006576717065563767,0.00746863942493707,1694.0,29498.0
370.82,0.004846476142830342,0.007167856486554036,1682.0,31982.0
371.34,0.004785672342924251,0.006838536269629819,1693.0,34060.0
371.86,0.007294595873820197,0.006780012358120186,1678.0,35917.0
372.38,0.009286775631500743,0.0069060596035079545,1649.0,37688.0
372.9,0.006879203244519739,0.006925416347952633,1663.0,38958.0
373.42,0.006632239773187525,0.007295423355836527,1657.0,39504.0
373.94,0.007302946361118106,0.007491654246791152,1654.0,39710.0
374.46,0.007898455637428081,0.007610284963109075,1667.0,39628.0
374.98,0.007557513962186811,0.007504161713659867,1693.0,39034.0
375.49,0.006770284510010538,0.0077657828222700825,1699.0,37960.0
376.01,0.00854654622166928,0.00797648384756266,1659.0,36974.0
376.53,0.006747981252470495,0.00806536852905193,1714.0,35418.0
377.05,0.008480903036999433,0.008273109449621271,1673.0,33487.0
377.57,0.008225543137008665,0.008330470562496613,1681.0,31852.0
378.09,0.0094954143306219,0.008368254876668035,1615.0,30857.0
378.61,0.008739250026113296,0.00827527101617187,1642.0,28721.0
379.13,0.008191793176010822,0.008486221823281018,1688.0,26612.0
379.65,0.00997586484312148,0.008222230419433632,1656.0,24860.0
380.16,0.008131125090940215,0.008540980453558852,1713.0,23367.0
380.68,0.007148127651724774,0.008912340341397984,1671.0,21684.0
381.2,0.007616707616707617,0.008982138883301261,1657.0,20350.0
381.72,0.008857489323561975,0.009043564247581739,1650.0,18967.0
382.24,0.005840988998525576,0.00916807443621372,1750.0,17634.0
382.76,0.01141304347826087,0.009426755054033615,1690.0,16560.0
383.28,0.01320901320901321,0.009916211972284183,1633.0,15444.0
383.79,0.00943723544514607,0.010475480545251383,1652.0,14411.0
384.31,0.008806046818815586,0.0109449384602561,1668.0,13627.0
384.83,0.011220966729441305,0.011964774547572063,1686.0,12744.0
385.35,0.010717931269139162,0.011947831358178685,1660.0,11756.0
385.87,0.012042696834230454,0.012284583458391873,1670.0,10961.0
386.38,0.013209393346379647,0.01254524387148295,1667.0,10220.0
386.9,0.01355206847360913,0.012903295064018855,1663.0,9814.0
387.42,0.0160393498716852,0.013649193409754675,1650.0,9352.0
387.94,0.011243611584327087,0.014045427155197066,1694.0,8805.0
388.46,0.016576534211145074,0.014922694606889183,1676.0,8506.0
388.97,0.012043839576056847,0.016038699344384764,1682.0,8303.0
389.49,0.012386558744174637,0.01679299711897218,1699.0,8154.0
390.01,0.0186799501867995,0.017608601049858896,1661.0,8030.0
390.53,0.014680268723563076,0.018989436259438438,1647.0,8038.0
391.05,0.02081537135115162,0.018900328273856716,1630.0,8119.0
391.56,0.024369440721335445,0.019461734555893992,1636.0,8207.0
392.08,0.02109504621948329,0.01928671504511289,1659.0,8438.0
392.6,0.024195389180552387,0.01861763931045861,1622.0,8762.0
393.12,0.025051963680122524,0.01912542845011526,1613.0,9141.0
393.63,0.015685454355327828,0.01880045108176395,1702.0,9563.0
394.15,0.01765790239642961,0.01757748779938494,1681.0,10307.0
394.67,0.010636363636363637,0.016986195604739948,1691.0,11000.0
395.19,0.01198919284025667,0.01595132402879886,1662.0,11844.0
395.7,0.019758160120129615,0.014674526578129935,1644.0,12653.0
396.22,0.017565597667638485,0.014415017258809422,1693.0,13720.0
396.74,0.012139807897545358,0.014050814046939447,1710.0,14992.0
397.25,0.015182124273033363,0.014489075027021877,1627.0,16335.0
397.77,0.013846673421141506,0.014478136176259662,1661.0,17766.0
398.29,0.012283989173433272,0.0140679307186213,1674.0,19212.0
398.8,0.013090361162122711,0.013776154472271906,1678.0,21237.0
399.32,0.01401587027772986,0.014249446822263288,1676.0,23188.0
