Energy (eV), initial Intensity (a.u.), Intensity (a.u.)
2.157985416195332462e+00,-2.560000000000000123e-02,9.801514009133134673e-04
2.156109266053450657e+00,-1.799999999999999864e-02,9.682415633511890505e-04
2.154236375323569597e+00,-1.100000000000000283e-02,9.572534296414666414e-04
2.152366735519258611e+00,-4.600000000000002524e-03,9.470411338975088860e-04
2.150500338183520821e+00,1.019999999999999553e-02,9.374829695217814412e-04
2.148637174888669232e+00,-4.600000000000002524e-03,9.284775576670269582e-04
2.146777237236197511e+00,9.999999999999972019e-04,9.199405850309225283e-04
2.144920516856653414e+00,1.559999999999999581e-02,9.118020336050075255e-04
2.143104044244728446e+00,1.640000000000000138e-02,9.041567885649520872e-04
2.141253669487134914e+00,4.039999999999999841e-02,8.966454085406877755e-04
2.139406487232573983e+00,3.979999999999999510e-02,8.893871943747221022e-04
2.137562489225995233e+00,4.119999999999999357e-02,8.823491034048299916e-04
2.135721667240785493e+00,4.759999999999999648e-02,8.755038266744733649e-04
